name,mz,rt,global_positive_Batch1_A1,global_positive_Batch1_A2,global_positive_Batch1_A3,global_positive_Batch1_A4,global_positive_Batch1_A5,global_positive_Batch1_F76,global_positive_Batch1_F77,global_positive_Batch1_F78,global_positive_Batch1_F79,global_positive_Batch1_F80
M132T95,131.9681641,95.04590607,739428.8388,36921.91557,38670.28009,718101.7072,41719.5256,74177.41098,372216.0979,49546.08107,58344.21577,319403.9865
M132T549,132.0442343,548.6507568,1326618.726,756984.5368,734500.2374,704156.4293,4600236.716,159512.4587,3456565.034,280239.8532,1272586.401,474015.4865
M132T263,132.1018371,263.026,24558919.05,30826477.62,46053653.56,75958963.69,23781054.91,134236.1307,154884.5801,145443739.5,177907586.4,147905024.4
M132T649,131.9607506,648.8425598,640179.9079,NA,979939.998,991814.649,NA,834290.0697,876701.1635,482339.0637,487239.7006,752834.4803
M132T723,131.9608033,722.8111572,1805036.447,2597447.419,2824859.896,1742250.314,NA,NA,NA,NA,NA,NA
M132T122,132.0655606,122.4955215,43483.05183,12969263.92,72270.58749,7334029.701,7510550.766,494406.8529,119785.6577,988604.5832,1530477.464,66095.76654
M132T700,132.2924827,700.0609131,73949.26832,55025.23138,58137.48447,NA,81963.6878,NA,NA,NA,NA,NA
M133T119,132.7393975,119.3329773,NA,NA,NA,NA,NA,34523.24629,49369.74174,28653.34308,NA,27209.17157
M133T1110,132.9591764,1110.22168,5405834.662,9007882.599,9730985.426,11707126.43,22367445.79,5559906.081,4178616.111,4193548.426,5610556.205,4074289.851
M133T97,132.9865933,96.90647125,30031.13619,45445.06497,289227.0706,272859.1854,294049.7609,45916.35482,136829.8884,1116941.252,1692290.195,110174.6689
M133T657,132.9577239,656.7440186,6042048.461,16337517.56,14061029.47,15453334.55,14015732.83,1698566.214,2212950.694,7926895.163,14591534.47,14373516.98
M133T757,132.9579772,756.8659363,28184986.65,31514885.2,43140503.55,38786121.35,87658692.31,8465226.553,4946510.865,4870729.081,3366566.587,4378423.015
M133T536,132.9578727,536.1571675,25484748.95,7028026.225,5056539.395,31135222.22,5378948.624,1388667.652,1899094.461,3937941.806,7068221.916,17150437.9
M133T229,132.9576457,228.6683578,NA,NA,NA,NA,NA,NA,1918887.879,1614906.895,1088477.98,1468307.718
M133T959,132.9589226,959.4882813,10554547.09,34249368.36,11568199.44,15936903.97,8237410.152,7555800.639,5998263.68,11273631.31,8086951.528,11951989.41
M133T823,132.9578859,822.9727173,9267586.03,30128840.19,27047459.27,25717619.55,16033672.68,6809158.889,NA,23242019.35,22106981.33,4355010.422
M133T120,133.0683541,119.8503304,384849.8759,190655.1808,350760.2803,401199.1759,305151.5023,111250.0807,139535.0275,99119.34602,84218.66191,255536.2579
M133T649,133.1002659,648.815979,1989389.839,2242560.815,1412303.229,1619591.643,2093990.347,545955.9549,1744473.565,966193.6586,422308.4472,1431094.946
M133T261,133.1046814,261.3495789,3126054.613,2004118.31,3090825.011,5071235.665,1667205.696,2836098.305,2382836.734,1486680.268,2399149.986,1766409.461
M133T539,133.0813964,538.8250061,170307.6186,113037.1396,311234.5523,263013.9695,189209.9078,419822.0516,269054.2907,268875.1657,304681.6315,235606.4142
M134T997,133.9658725,997.1955566,NA,NA,NA,NA,NA,166857.9904,73262.39471,125575.7099,77692.09318,103342.5915
M134T99,133.9986599,98.93714523,286058.739,301122.2695,30926.61119,242023.8214,285773.4863,140962.4734,128966.8429,120554.468,168795.9812,141018.9157
M134T147,134.0444525,147.4300995,149713.9129,189423.4712,113571.464,119298.8475,237042.0788,65239.88594,204863.1225,63863.20286,69949.90362,71233.0371
M134T547,134.0597185,546.8116455,329693.0106,228944.2168,176118.0075,82521.62404,176295.3391,406659.4126,274534.1977,495395.0347,329467.4964,881622.0401
M135T98,134.9958326,98.29244995,937578.0594,894259.1874,9089199.588,927948.7494,7685190.651,343529.7655,361992.7431,7905028.163,6174102.945,361939.4001
M135T757,134.959927,756.8791504,2697140.459,6119098.294,254641.3029,5075278.638,2581294.974,78674.16975,2715290.199,4271469.979,1612417.783,1855792.114
M135T568,135.0436391,567.7747192,1642455.49,193601.8429,80903.97735,288684.4145,2107723.482,900526.7113,448577.6257,515784.8668,570621.4789,1105003.666
M135T97,135.0317075,96.90647125,1581257.674,89053.95021,94880.3252,1547239.693,64724.84255,638301.8217,1081357.944,1578790.018,41688.28679,874969.2255
M136T145,135.7682717,145.3125458,NA,NA,123558.1702,106286.9848,80944.39319,NA,291486.0305,150680.475,362910.7017,116668.4459
M136T98,135.9994155,97.8075,138820.1013,122344.4301,145041.021,126588.456,112534.7172,NA,100568.9603,92974.2838,127200.6907,83896.10503
M136T123,136.0475527,122.643,64665.53528,186338.191,40718.38364,105469.1143,66723.14259,1717977.305,1423035.544,2334541.666,808477.0345,1425881.506
M137T102,136.9689868,102.4031219,432266.0696,435662.4005,416594.1686,409658.2325,377428.1904,481617.6536,426666.7801,502371.5466,442071.777,418554.1812
M137T643,137.0478882,642.9705894,NA,1794180.6,984036.3184,112387.6612,270202.0272,NA,NA,NA,NA,426006.0362
M137T223,137.0453858,223.091,NA,NA,2922079.177,2486248.126,1612162.169,2324443.175,2651580.47,NA,954012.8924,1215535.649
M137T473,137.1070919,472.6524353,NA,1085739.815,972347.7993,919919.3975,1057478.221,NA,NA,NA,NA,NA
M137T120,137.0703478,119.7834167,148370.7803,194821.6456,181503.9606,267880.3439,185608.2278,441573.6763,236156.7138,28517.12572,756552.5613,309158.4645
M138T104,137.96988,103.9578857,51855.42943,46835.85746,46822.54435,36624.93703,33062.28396,45600.00656,NA,NA,NA,NA
M138T120,138.0521007,120.4505463,459019.52,582702.9854,694600.2134,366999.9234,811792.358,2141846.784,2312906.082,1759430.689,1662558.428,3874422.239
M139T109,138.9059976,109.1231308,1641772.359,1381651.969,1480234.744,1724024.037,1092882.894,1555825.41,1085488.814,1038229.24,1135721.988,1476317.478
M139T1126,139.007092,1126.322754,NA,NA,NA,NA,NA,40306.28539,81010.73695,NA,52241.83385,307589.508
M139T671,139.0461323,670.7445068,755210.1024,61416.95613,572141.6041,118575.8094,395030.6588,43717.68204,471572.9783,123571.9111,80655.34887,627052.2977
M139T120,139.0553569,120.0119476,201545.5042,211739.244,183344.4702,218142.6809,171085.8354,107399.4879,80611.82687,NA,NA,174970.3865
M140T538,140.0492219,537.9619875,95409.23576,80039.63194,121454.8137,81438.35734,102487.5802,155461.6258,86771.40637,109745.9639,131252.8846,89158.40867
M140T115,140.0676644,114.8658905,2069040.076,5915223.499,4556695.465,4872361.519,6327224.678,4093779.823,2970821.505,4152233.552,2260194.198,2781478.349
M141T109,141.0022925,108.7742615,1062113.833,861885.4645,928531.6621,137815.0771,173807.6937,801717.8909,687942.0028,652508.9911,905309.3729,1012280.422
M141T10,141.0021685,9.751763821,NA,1008227.351,1407791.133,NA,NA,463767.6672,1858219.949,968742.0705,698633.4261,615165.731
M141T120,141.0709542,120.0122084,234449.4746,232038.3594,44478.13924,262964.0576,130996.2356,171399.326,138776.8459,55520.90834,35379.79003,52822.79622
M142T122,142.0469118,121.845,578374.9268,305637.4782,501024.1486,230224.8397,238810.3398,401733.5804,497451.7452,409752.491,84473.07256,583528.2009
M142T538,142.0648367,537.9619875,1972980.394,1697645.176,2411326.161,1924919.602,2475356.633,3177659.121,2091635.3,2114572.377,2307674.265,1814146.909
M142T149,142.2385102,149.1659851,NA,NA,NA,NA,NA,43835.08681,NA,118874.8197,195608.4964,65253.15856
M143T148,142.577532,147.5943909,NA,NA,NA,82176.15304,NA,28641.36222,280242.4253,153261.1161,186150.9317,107077.035
M143T110,142.9473701,110.0362854,173148.7379,298731.0744,137471.2533,347456.4961,94265.47028,336346.8648,383737.5404,667484.9035,783656.5017,121054.347
M143T538_1,143.0707953,537.9043579,2452054.471,2156572.675,2995507.382,2429212.772,3029186.436,3890034.252,2525006.792,2566004.903,2777275.668,2243230.934
M143T135,143.0810737,134.938,540207.5016,1849363.418,483380.2167,439650.8621,547001.898,211429.2698,239196.6938,224754.0365,189696.0856,211674.4325
M143T538_2,143.3303981,537.962,54331.11512,50463.41384,67901.60573,53651.10556,69324.61502,27333.70619,41432.84125,42802.75393,57959.83285,26504.31829
M144T930,143.9503529,930.2868042,NA,84911.25287,59616.7614,146043.9566,59060.86046,NA,NA,NA,NA,NA
M144T97,143.9965598,96.9297,71337.6283,68361.50407,81889.59678,72344.93084,82158.1065,NA,NA,NA,NA,NA
M144T538,144.0749133,537.962,301645.1195,82832.97097,153750.6451,373344.7636,465689.2701,673324.6819,147599.0728,123040.6714,205697.5893,105688.8868
M144T121,144.1014377,120.6423416,830707.9463,48742725.67,15788172.62,36684.31121,6660298.471,490031.6794,870746.155,570049.8427,2523167.129,506079.8729
M145T94,144.9917545,94.07215118,1363793.267,1348643.015,1367519.404,1458673.625,1298652.355,2372121.142,3228406.914,1840014.789,3011433.232,1673706.653
M145T538_1,144.8363475,537.9619875,49094.84813,39963.41564,61950.54919,53051.27883,66524.3792,77372.0562,35035.82365,49228.60139,53406.73158,44046.36452
M145T538_2,145.0777131,537.9619751,72918.18345,39882.44857,99919.64314,42024.89358,122242.1606,3201151.238,2099148.491,108020.1141,107889.4188,92425.83938
M145T98,145.0491189,97.59866714,97015.69042,109047.8283,197242.8342,104002.2429,90056.79611,142955.8314,115095.6311,111068.5395,102767.6434,118113.2986
M145T1162,145.0492849,1162.330566,NA,NA,NA,NA,NA,1343227.852,NA,976641.3362,3372560.301,1530213.172
M145T538_3,145.2940819,537.962,61506.61474,57918.09154,78391.31121,66563.36108,73248.7441,61274.14458,55467.7448,57753.37355,69185.72195,NA
M146T962,145.9660127,962.3668213,NA,NA,NA,NA,NA,NA,51974.00402,90450.90645,190150.9001,100814.6227
M146T1054,145.9659996,1053.600708,NA,NA,NA,NA,NA,NA,69976.61144,76837.9701,70923.41517,63443.64046
M146T81,145.9660215,81.04885,174795.0402,115498.3573,176358.5216,100240.9391,317963.8958,NA,66484.35804,69294.37693,63103.58623,47310.52884
M146T538,146.0599603,537.9837646,55713.19553,64236.74035,85744.14672,47126.45553,106279.236,116925.0052,72310.33788,75070.24682,88094.57517,196458.2596
M146T615,146.0597838,614.532,579027.3147,456125.8445,661217.3686,407314.1713,468534.9994,124250.121,NA,NA,158523.3569,NA
M146T119,146.1170198,119.029129,443546.3284,454320.4469,468895.0959,600699.9734,649708.4868,632945.9629,831637.672,1129036.026,760659.1346,825222.8546
M147T538_1,146.8311658,537.9619875,61081.62542,52942.43147,75265.40478,62247.3865,72940.16079,69124.78582,53803.77671,55091.09836,58705.14529,29340.60927
M147T97,146.9963436,96.9716568,33845.94839,2116986.27,45578.97074,2100656.308,7474815.763,2957183.435,3773548.675,4420830.293,2617132.675,3451415.482
M147T671,146.9733606,670.5253296,1106295.222,2825894.431,1111593.901,1623167.022,NA,NA,712971.7649,NA,NA,471466.222
M147T756,146.973289,755.9835205,792573.7639,1199748.956,1085731.131,2673703.052,NA,NA,NA,445919.9444,971470.6647,324391.8531
M147T116,147.0759244,115.8539124,5361219.39,6218229.656,6244798.694,6115635.535,5412777.031,867464.9993,1200646.96,3371176.955,1290836.839,6013595.152
M147T538_2,147.0629446,537.962,56827.79635,48813.75889,73918.67738,52601.65939,2539681.938,3126454.318,47654.05263,2059049.243,59280.44487,31391.65557
M148T96,148.0142683,96.15723419,1039857.512,32740.42787,965914.5066,900933.2425,45806.15166,68182.92432,404100.3073,487137.7161,431763.6123,360071.1317
M148T130,148.0601121,129.6734467,1168764.982,805541.4942,832829.1408,288345.6926,532307.8413,301627.1327,330200.7236,327522.5095,375183.2589,336350.7981
M148T564,148.0662476,563.6507568,752572.4303,941161.1487,657433.5623,622654.2339,582322.4366,101512.8093,391905.2555,822610.8305,82414.40806,417757.6673
M149T105,148.975231,104.8212662,2108805.741,103486.3275,1765675.875,1846624.513,1562776.957,2396394.029,1431947.12,1427870.44,1421182.36,1462931.777
M149T619,149.0021118,619.1574097,1401773.932,1853933.332,1891062.701,1531906.522,2173146.695,3441847.579,4423355.499,870867.1557,6072861.625,4053851.491
M149T818,149.0020785,817.8557129,3269841.994,NA,5027211.347,NA,14258259.3,3160903.957,2271810.585,2503769.083,1704893.086,2038229.979
M149T962,149.0022909,962.2774048,317022.2193,NA,NA,2629196.148,NA,2760060.532,2730756.623,4858331.494,3068061.701,4346280.976
M149T689,149.0955337,689.4945068,1516955.578,2106573.716,1412585.471,1143841.913,1258443.62,2606081.98,3158879.25,2699280.051,2718456.936,1972824.878
M149T493,149.0594121,492.9139862,527054.8229,581094.0505,644846.3366,384503.2336,555390.8922,174364.6806,638172.9893,434781.9264,594373.6326,315634.4479
M149T124,149.106765,123.8957748,40920.58456,39296.21994,27469.75071,76567.16179,28784.9007,NA,NA,NA,NA,NA
M150T949,150.005745,948.7764282,205567.2522,97389.30694,103327.7911,83788.35933,123440.9746,NA,278732.5069,97901.22484,NA,NA
M150T110,149.9922094,110.0092163,159183.5825,114738.7325,130945.9512,149750.2111,98878.72652,28131.91582,48563.88516,48720.18979,46985.29727,29840.04476
M150T559,150.0546626,558.8959045,118151.9261,66707.21458,77358.05976,98962.75769,124252.6939,36001.3681,162798.4243,280969.6664,68170.63371,118012.9302
M150T157,150.057855,156.9292603,6217481.987,1966370.123,4530738.848,3180281.448,2882571.741,2892539.711,4539586.426,11139481.49,2410407.397,3023280.486
M150T688,150.0989097,688.1101685,133892.3123,190592.2578,NA,90038.50077,109373.341,75678.37575,149085.3518,79249.03159,144754.8199,95179.11027
M151T107,150.9713678,107.3786469,637344.2577,74863.11839,541493.5627,543312.2379,470057.8272,435422.0713,450986.6873,453324.6439,451686.8501,443658.9194
M151T493,151.061259,492.5320129,65670.69814,65878.7336,44245.8655,1711213.968,32401.59278,36028.50862,119195.5044,119888.827,557179.8012,163642.0809
M151T116,151.0473091,115.9042931,159076.018,145962.1607,192951.1778,156031.6629,139005.502,139715.1562,230054.3497,204837.5535,197865.4481,45139.70174
M151T656,151.1107679,655.769165,328541.7477,162553.6234,NA,791059.6056,114013.0696,57522.49822,NA,167451.2919,NA,NA
M152T123,152.0214295,123.2451859,NA,NA,180229.5164,165042.6116,124663.0375,543143.6497,754886.1482,725871.7914,458990.1057,778927.5662
M152T636,152.0157823,635.8798218,186680.8429,150503.314,162739.5482,177803.3954,226349.8304,NA,NA,NA,NA,137024.8493
M152T116,152.0312833,115.6448364,193673.9141,188221.8516,176289.2647,146173.8834,145756.9905,170092.0541,119337.763,211407.7775,226023.9648,187830.9618
M153T99,152.9682465,98.63812256,191962.0768,42179.83758,76564.2121,185681.5397,200830.1732,76077.99822,3398914.229,31465.43433,3057908.618,3459062.44
M153T473,153.0655497,473.3316956,2885364.265,553773.9406,3607927.002,2901801.229,2592285.547,2018257.133,2761463.115,2881917.65,3502240.904,1974860.685
M153T563,153.0517356,562.9869995,3692845.239,2258322.28,1265905.86,1921202.923,1453209.83,4032860.097,4531404.012,2974184.718,2472556.181,2185560.961
M153T644,153.0711067,643.6377869,797732.9276,41463.56984,356994.7616,269971.7017,92402.20326,NA,NA,141145.6554,NA,NA
M153T125,153.1381384,124.6993179,108440.7356,110386.3109,88787.54767,110771.3286,68589.36365,NA,NA,NA,NA,NA
M154T117,154.0580993,117.0414619,61878.71559,71927.12815,39325.34868,133669.8225,48480.51688,340822.9484,368300.1766,202843.3711,207198.6528,321587.0127
M155T105,154.9550145,105.3992271,320882.6024,39101.23206,28768.57752,305967.858,32344.13743,163934.1742,21543.53238,25552.84863,25463.93806,27029.90156
M155T9,154.9814478,8.60478878,NA,NA,191952.414,NA,NA,NA,194236.4887,190703.5655,126828.0161,133058.6472
M155T626,155.0287193,625.5150452,684525.0652,753242.4734,798296.4645,654407.2881,376349.3646,1633137.244,1832639.383,1935768.644,3088687.017,1956920.873
M155T809,155.0287664,809.4181519,1562822.855,3183910.941,1685724.904,1565700.103,755745.2506,1495342.926,1246459.26,1551614.506,1318619.498,1227978.581
M155T952,155.1308044,951.7797852,112796.6481,84727.89191,1189478.374,81413.39608,NA,NA,NA,1187401.137,NA,NA
M155T113,155.0421984,113.3102722,128210.1572,149758.8888,150911.9313,109001.6049,190369.2834,130287.8442,153662.8943,48063.09554,174084.7842,NA
M156T117,156.0761498,116.5004959,844972.8281,864314.1356,1236118.911,897074.9523,1200190.818,887839.3214,5016014.215,1749143.021,2025178.292,2449689.645
M157T110,156.8767359,110.282,224118.6663,155828.8669,164633.2698,194959.1633,150433.2551,NA,NA,NA,193351.9816,162425.4124
M157T105,157.0169559,105.0129852,34967.27787,22482.26063,46043.71364,45803.82324,36010.86823,30599.75048,44694.86695,50080.06036,96899.74114,47882.81623
M157T539,157.0757564,538.8250122,223819.3081,188721.1466,237349.4441,180658.3341,225142.9839,218791.4917,217568.7693,219333.8204,254302.5005,201521.1405
M158T541,158.0835556,540.8947449,50510.44961,52531.79488,66911.19071,56900.54963,68976.1526,130270.9919,90269.43408,113119.1315,118278.9021,46849.69957
M158T114,158.0396135,113.8899384,NA,70845.07867,92299.86754,118867.0473,83262.82213,NA,59661.54221,100618.4352,45237.9132,74115.65258
M158T682,158.153366,682.1160889,325782.7151,278873.2987,239170.0656,221494.1546,215732.8971,96059.06841,201022.9708,144505.3848,155308.6274,148435.1324
M159T105,158.9633992,104.9553317,9970663.395,9918200.315,10663852.25,11627687.45,11747194.81,9697575.808,11148461.39,10665204.56,48346.07984,11082276.65
M159T538,159.0855279,538.4221497,3348113.386,2707571.157,3945778.861,3180841.476,34136.79507,4978291.024,3309083.297,3355150.359,3740238.726,2861775.309
M159T640,159.0691599,639.8359375,NA,115903.3453,128805.3546,158771.0251,149917.4124,92878.06684,146498.437,NA,138084.8888,121398.8639
M159T147,159.0760224,146.6827087,1065673.368,175221.4994,24132.30499,NA,188010.0519,NA,106127.4952,1090223.284,363172.353,NA
M160T146,159.6566302,146.1517944,NA,NA,80231.74338,69104.94335,NA,NA,275240.5474,179579.0486,190483.3018,89483.54244
M160T106,159.9667639,105.8345108,166162.2061,128077.762,152996.4136,172811.033,160166.2017,142513.2998,155788.646,138199.2886,163867.8221,147975.8306
M160T538,160.0788975,537.962,1184723.885,218145.0237,312822.2275,238660.9247,284482.2214,1853706.222,266697.8249,267701.6817,303451.19,225197.1632
M160T595,160.1328483,595.2605591,146937.7443,117257.0073,436951.1643,207154.3359,651869.5712,43223.6293,348585.4239,562553.8162,709128.8818,289028.9801
M160T123,160.0598191,122.7405167,260726.0881,24962945.09,426506.3657,292923.7591,811728.5848,473956.9509,276370.2491,372296.235,455998.343,248030.655
M160T147,160.4642837,147.3317108,NA,NA,58942.23705,50851.31203,NA,75524.22961,300897.3967,NA,256448.9696,90263.65056
M161T98,160.9716592,98.49804169,69576.71863,93821.47305,68701.77254,460395.1091,30435.0532,451717.1103,481718.1796,447496.7803,41084.79852,478055.8264
M161T728,161.080217,728.4298096,420705.1197,419108.8616,399811.9219,438065.0522,393161.1808,359424.3528,487149.9918,539982.4722,599230.2902,696756.786
M161T538,161.0804781,537.9992371,189090.665,NA,102678.6157,95743.38327,143182.8968,NA,85363.79252,227577.0113,NA,55531.4956
M161T116,161.2173955,115.9504013,180694.1753,210609.2201,142669.9664,181234.6457,158536.134,85088.3815,155687.987,115244.2738,108381.4277,81604.80252
M162T116,161.6332188,115.7625351,72155.23369,85486.17596,56250.27474,83316.23651,56429.89285,38973.0141,64274.12403,57430.43276,48971.9414,40024.92763
M162T65,161.9812017,65.4151001,722089.5684,911615.251,157835.1821,729935.8145,897722.4678,NA,NA,NA,NA,NA
M162T570,162.0548484,569.7549702,59285.92295,31732.72639,69762.36237,NA,92316.72276,NA,NA,NA,NA,45156.849
M162T117,162.10689,116.5765686,63103.07672,141919.746,378545.4384,149189.092,204223.1603,50484.08901,57270.36247,66756.11361,75007.22241,139743.284
M163T116_1,162.5921661,115.7625351,78952.47737,88061.03331,56585.72992,73750.78301,63350.59767,40794.99887,53559.80779,49838.84169,47516.0101,39502.76848
M163T85,162.9909865,84.80109406,330369.3998,651640.0895,498369.6284,556995.075,448925.6467,6661731.686,536495.1947,180486.1829,467931.4123,334284.0393
M163T649,163.0384174,648.9850769,1896401.559,1047240.833,1042912.375,1729429.404,1069168.31,1896313.359,2498925.645,1854659.36,1140169.709,1334301.446
